qr_marchant_name,pw_marchant_name,similarity_score
T.KOEM,T.MOK,0.90
L.PREAB,L.PRAK,0.91
L.KHENG,L.KHEK,0.91
N.EK,N.LEAK,0.91
C.LEAP,C.LEAN,0.93
L.TUM,L.TUN,0.92
L.LEANG,L.LEAV,0.91
T.LIN,T.L,0.91
L.TO,L.TOCH,0.93
C.LAI,C.LVAI,0.96
L.PHE,L.PECH,0.91
M.KEO,M.KOET,0.91
S.CHEN,S.CHEAB,0.91
L.LONG,L.ORNG,0.91
L.NGO,L.NAO,0.91
L.PHAL,L.PHOL,0.93
L.CHOM,L.CHORK,0.91
L.HO,L.THAO,0.91
L.OU,L.OEUM,0.92
L.LONG,L.LOUNH,0.91
L.POV,L.POS,0.92
L.HET,L.HE,0.96
P.PHORL,P.PHORS,0.94
L.PHAL,L.PHALL,0.97
L.PHOUN,L.PHOENG,0.92
L.CHHENG,L.CHE,0.93
L.ENG,L.OENG,0.96
C.LEAP,C.LEAP,1.00
P.EA,P.LEAP,0.91
L.KHOU,L.KHOEL,0.91
L.MEAN,L.MEN,0.97
L.TREUY,L.ROEUY,0.92
L.HAI,L.HAM,0.92
A.LA,A.LEAS,0.92
R.LA,R.LEAS,0.92
P.KONG,K.PONG,0.94
V.HOEUR,V.HOUY,0.91
S.MOEUN,S.MOURN,0.94
R.PHEL,R.LEH,0.90
P.SO,P.SOTHY,0.91
K.EK,K.LEK,0.95
M.EK,M.LEK,0.95
M.LIM,M.LEM,0.91
P.LEN,P.LEM,0.92
N.LENG,N.LEN,0.97
L.CHHI,L.CHHEM,0.91
L.ENG,L.SERNG,0.92
C.RUN,C.REN,0.91
B.CHHUN,B.CHHUY,0.94
A.PHUONG,A.PHON,0.95
C.CHHOEURNG,C.CHUONG,0.92
S.MOEUN,S.OEU,0.92
L.BE,L.BETEL,0.91
L.DOM,L.DOL,0.92
K.LEANG,K.LENN,0.91
T.LIN,T.LEN,0.91
V.EN,V.LEN,0.95
P.PHEA,P.PHEAK,0.97
P.LOEU,P.LE,0.92
M.LIS,M.LES,0.91
R.SLEB,R.LES,0.90
F.LEM,F.LES,0.92
S.THEA,S.THYPHEAP,0.92
S.LOEUNG,S.LEU,0.91
L.LY,L.LEY,0.95
N.LY,N.LEY,0.95
P.NEANG,L.NEANG,0.90
M.LY,M.LEY,0.95
G.LENG,G.LENG,1.00
B.KHOV,B.KHOM,0.93
L.TAM,L.TIM,0.91
S.YOUN,S.YU,0.92
C.THAV,C.HAUV,0.91
O.DOM,O.D,0.91
P.PHEA,P.PHAY,0.93
L.ENG,L.SOENG,0.92
L.CHHOUN,L.CHHOUY,0.95
S.SER,S.SRI,0.91
L.FI,L.FI,1.00
L.KHAT,L.ATH,0.90
S.NORNG,L.NORNG,0.90
L.MAY,L.MAKY,0.97
L.PHAL,L.PHAN,0.93
L.SEYHA,L.SEUHAKK,0.90
L.THEANG,L.TRANG,0.91
Y.YIUN,Y.YIN,0.97
L.SOR,L.SORY,0.97
L.KEU,L.KEOUN,0.94
L.ENG,L.LOENG,0.92
L.TEA,L.EA,0.95
L.THA,L.SETHA,0.92
P.NUY,P.NEY,0.91
V.CHUN,V.CHHUT,0.91
L.ENG,L.SEANG,0.92
Z.LI,Z.LIM,0.96
S.LOCH,L.SOCH,0.94
M.SOM,M.SORM,0.97
S.EN,S.ZEN,0.95
F.LIM,F.LIM,1.00
L.SOK,L.SOV,0.92
N.LY,N.L,0.94
L.YAN,L.Y,0.91
L.UNG,L.KUNG,0.96
L.KORNG,L.MORNG,0.92
S.BUNNET,S.BUNTHOEUN,0.92
L.PHOUN,L.PHORNG,0.92
B.CHENG,B.CHON,0.91
L.HET,L.HEN,0.92
L.ENG,L.NGET,0.90
L.TEA,L.TES,0.92
H.VANNA,L.VANNA,0.90
L.PREAB,L.PREK,0.91
L.OR,L.ORR,0.96
L.LA,L.LANN,0.93
L.SUN,L.SROUN,0.93
L.BE,L.BEN,0.96
W.SUPER,W.SREU,0.93
P.LIN,P.LINH,0.97
V.DOEUR,V.DOEURCHORN,0.92
L.HAUV,L.KHAV,0.91
L.POM,L.PHOEM,0.93
L.SENG,L.SREANG,0.94
L.NANG,L.NGAN,0.96
D.LIM,D.LIS,0.92
L.MEAN,L.KEAN,0.91
L.OU,L.MOUT,0.91
L.SEM,L.SOEURM,0.91
L.HAI,L.HAS,0.92
V.LIM,V.LIV,0.92
L.YIM,L.YIV,0.92
C.PRUM,C.PUM,0.96
K.NHANH,K.NHAN,0.97
B.KHUN,B.KIMTHUN,0.92
V.SEK,V.SEAKLIM,0.91
L.OL,L.OL,1.00
L.LONG,L.LONGMOM,0.93
L.DOEM,L.LOEM,0.91
D.LOY,D.LON,0.92
M.LAO,M.LAT,0.92
S.KUN,S.KUK,0.92
S.KONG,S.KONGDAN,0.93
M.UN,M.LUN,0.95
N.RIK,N.RIN,0.92
L.SEREY,L.SEREY PANHA,0.91
N.POCH,N.LOCH,0.91
M.EK,M.LOEK,0.91
P.EM,P.LEOM,0.91
P.NOEM,P.LOEM,0.91
S.NHOEM,L.NHOEM,0.90
L.RIN,L.SRIN,0.96
S.LONG,S.LOENG,0.97
S.LOUT,S.LOEUM,0.91
L.LONG,L.LOEUN,0.91
T.LAO,T.LOH,0.91
R.LON,R.LOK,0.92
P.LOS,P.LOM,0.92
L.WU,L.WU,1.00
L.LONG,L.LON,0.97
N.LONG,N.LON,0.97
R.LONG,R.LON,0.97
N.LENG,N.LONG,0.92
L.TEA,L.TEP,0.92
C.SRENG,C.SREM,0.91
L.HEN,L.NHEB,0.90
L.ROTH,L.NOTH,0.91
L.PHOUN,L.HOUN,0.96
O.LONG,O.LONG,1.00
L.LONG,L.LONH,0.93
P.SETH,P.SITH,0.92
S.OM,S.LORM,0.91
L.CHAN,L.CHEAN,0.97
V.LOK,V.LOS,0.92
L.LOU,L.LOT,0.92
S.THOEUN,L.THOEUN,0.92
S.VAN,S.NEAV,0.90
H.LAO,H.LOU,0.91
O.KOL,O.LOUK,0.90
D.POUN,D.LOUN,0.91
B.UN,B.LOUN,0.91
Y.LONH,Y.LOUNG,0.91
L.SENG,L.SIEN,0.92
M.OU,M.LOUT,0.91
B.LOK,B.LOV,0.92
L.POV,P.LOV,0.93
P.RUN,P.R,0.91
B.LY,B.LOY,0.95
H.LY,H.LOY,0.95
H.BIN,B.HIN,0.93
S.PAN,S.PAR,0.92
L.PHANNA,L.PANN,0.94
D.CHHENG,D.CHHEK,0.92
K.SOKSAN,K.KOSSANAK,0.91
S.KAM,S.KAP,0.92
R.LOEUR,R.LOEURM,0.97
R.CHEA,R.PHEA,0.91
K.KA,K.KAUP,0.93
S.LONG,S.LOUNH,0.91
Y.ROUEN,Y.OUN,0.92
S.PEN,S.PEK,0.92
C.OU,C.TOU,0.95
B.IM,B.MI,0.93
P.PHORL,P.PHOU,0.91
S.TUN,S.TEUN,0.96
D.LACH,D.LUCH,0.92
S.UK,S.LUK,0.95
S.SOT,S.SOTHEA,0.93
L.VANN,L.SANN,0.91
R.LON,R.LUN,0.91
L.LONG,L.LUON,0.92
L.DOEURN,L.MOEURNG,0.91
L.DANG,L.WANG,0.91
Y.OUK,Y.ORK,0.91
S.KEAR,S.KEAK,0.93
V.LAK,V.LEAK,0.96
R.MEY,R.MY,0.95
V.UY,V.UY,1.00
L.KEU,L.KUM,0.91
C.CHANN,C.CHAU,0.91
L.PHOUN,L.PHOK,0.91
N.SOU,N.RUOS,0.90
L.TEA,L.BEAT,0.90
Y.KIM,Y.KRI,0.91
S.CHHOENG,L.CHHOENG,0.93
L.LAY,L.VILAY,0.92
L.KHENG,L.KHEM,0.91
L.CHOM,L.CHHOUM,0.95
L.NANG,L.NGANN,0.93
E.LAY,E.LY,0.95
L.CHHI,L.CHIM,0.93
C.ET,C.YEAT,0.91
L.SENG,L.SEUN,0.93
L.HO,L.HOV,0.96
O.PHEARA,L.PHEARA,0.92
L.TUY,L.TUYTHUY,0.91
L.OL,L.TOL,0.95
S.HEANG,M.HEANG,0.90
L.ANG,L.AUN,0.91
E.KEO,E.KOK,0.91
R.ROEN,R.OEUN,0.91
L.TOEK,L.TOEM,0.93
D.CHHORN,L.CHHORN,0.92
P.PHAL,P.PHALLY,0.95
R.LY,L.RY,0.92
M.BUN,M.BOUNG,0.93
T.ON,T.OURN,0.92
C.LEAP,C.LA,0.92
Y.DA,D.YA,0.92
P.DANY,P.DY,0.92
V.NAM,V.NAK,0.92
R.PAL,R.PARELLE,0.91
H.BAV,H.BAT,0.92
N.TAK,N.KEAT,0.90
P.SETH,P.DETH,0.91
M.HUON,M.NHOUK,0.92
L.LA,L.LACH,0.93
N.LA,N.LACH,0.93
T.SOKUN,T.SOUM,0.91
V.KUN,V.KUY,0.92
L.SOKAO,L.SOPA,0.91
M.DAVY,M.VY,0.91
L.TEA,L.THEANG,0.91
L.HAUV,L.THAV,0.91
R.NHOEURN,R.KHOEUN,0.91
L.POV,L.PAV,0.91
L.ENG,L.TENG,0.96
P.LIN,P.LAI,0.91
L.SOPHEAK,L.HEAK,0.91
L.YAN,L.YEN,0.91
H.HUN,H.UN,0.95
H.LI,H.LAIM,0.92
T.LIM,T.LAIM,0.96
L.OU,L.TOUN,0.91
L.PHAL,L.PHEAN,0.91
L.ITH,L.KITH,0.96
L.DOEURN,L.THOEURN,0.91
L.BUT,L.UT,0.95
K.LEAM,K.LA,0.92
D.KAK,D.KIVLAK,0.91
L.UNG,L.UORNG,0.93
S.LAY,S.LAKSMEY,0.91
S.HIN,S.THIN,0.96
L.SONG,L.SONY,0.93
S.SE,S.SIEB,0.92
S.SENG,S.SEUN,0.93
L.SOMNANG,L.SOMANO,0.90
R.KEO,R.KHO,0.91
N.POCH,N.NOCH,0.91
I.KAO,I.KATOEU,0.93
T.PHALA,T.PHAL,0.97
H.SOKLANG,H.LANG,0.91
L.KHOU,L.KHUM,0.93
N.NAL,N.LANH,0.90
N.TAING,R.TAING,0.90
F.CHAO,F.ZHAO,0.91
G.LAO,G.LAO,1.00
K.PHAN,K.PHAT,0.93
S.SAO,S.LAOS,0.90
L.PHOUN,L.PHOEURNG,0.94
L.LA,L.LARM,0.93
P.LAY,P.LAT,0.92
L.NGET,L.NET,0.96
L.HEN,L.NHEN,0.90
Y.PENH,Y.PEN,0.97
V.HORN,V.ON,0.91
HANGSOK,HANG SOK,0.97
N.VONG,N.NOV,0.90
P.NAT,P.NAL,0.92
S.TIKEA,S.TEAK,0.93
P.MOM,P.M,0.91
V.LA,V.LAUT,0.93
L.LAI,L.LAV,0.92
S.SIVEY,S.SI,0.91
L.MAM,L.MA,0.96
K.LAY,K.LAW,0.92
S.CHEN,S.CHIEV,0.91
S.NOCH,S.NACH,0.92
N.HORN,N.CHORN,0.96
K.CHHOUR,L.CHHOUR,0.92
S.HEANG,S.HENGLY,0.92
E.CHO,E.CHU,0.92
S.LAY,S.LAYDAVY,0.91
M.OL,M.DOL,0.95
N.SAMAT,N.SAMITH,0.92
L.CHAN,L.CHHANG,0.95
T.DOUNG,L.DOUNG,0.90
S.NHOEM,P.NHOEM,0.90
S.CHANG,Y.CHANG,0.90
K.VUTHA,K.VUTH,0.97
A.IM,A.IMAI,0.93
T.MOEURN,T.OEUR,0.93
M.HENG,M.PHENG,0.96
W.PO,W.P,0.94
S.E,S.LE,0.93
M.NHET,M.NETH,0.96
D.SOKH,D.OK,0.91
N.LENG,N.LE,0.93
P.NOEM,P.NO,0.93
C.VA,C.UYVA,0.91
L.OENG,E.LONG,0.94
H.LEANG,H.LEAB,0.91
S.BOEURN,S.VOEURN,0.93
L.KHAV,L.KVACH,0.93
L.KONG,L.KHONG,0.97
S.KHOU,S.KOEUTH,0.90
S.HAK,S.PHEAK,0.92
L.MEAN,L.MANG,0.92
L.TOUCH,L.LOUCH,0.92
C.KHOUNG,C.HOEUNG,0.93
C.PHENG,C.PHLANG,0.92
L.CHHI,L.CHHEL,0.91
L.CHAN,L.CHORN,0.91
L.MEAN,L.MEAK,0.93
R.MOEUNG,L.MOEUNG,0.92
S.NHEAN,L.NHEAN,0.90
N.LONG,L.NONG,0.94
L.RONNY,L.NORN,0.92
L.OU,L.OU,1.00
L.PHOUN,L.PHEN,0.91
L.PHOUN,L.PHON,0.97
L.TEA,L.THEAV,0.93
L.ROM,L.YORM,0.90
S.SAVON,S.SAMOEUN,0.90
L.SONG,L.SOUN,0.93
L.SEM,L.SEU,0.92
L.KIM,L.KIN,0.92
L.DANG,L.AING,0.91
L.VANN,L.RANN,0.91
S.YOEUN,L.YOEUN,0.90
S.LEANG,S.LEAKENA,0.90
S.OURN,S.VEOURN,0.93
K.PRUM,K.PHYRUM,0.94
M.SITHA,M.SITTHY,0.92
S.THAT,S.THARITH,0.93
D.LEANG,D.LEAM,0.91
K.LEAM,K.LEAN,0.93
S.LOUT,S.LOUS,0.93
L.CHHI,L.CHIVE,0.91
K.LEANG,I.LEANG,0.90
K.AOUN,K.POUN,0.91
L.CHAN,L.NHA,0.90
S.KHOU,S.KHLOK,0.91
L.RA,L.BRAV,0.91
C.THAK,C.TAK,0.96
S.SE,S.SREU,0.92
E.MEAN,E.MEAS,0.93
L.CHHI,L.CHHEN,0.91
L.CHOM,L.CHOUR,0.91
L.OU,L.KOUY,0.91
K.LEANG,Y.LEANG,0.90
R.HOUT,R.HO,0.93
L.CHOM,L.CHHOEUM,0.93
P.SO,P.SOY,0.96
L.TUM,L.MUT,0.95
L.TOEK,L.TO,0.93
K.LEAM,K.LEAP,0.93
L.DOEURN,L.YOEURN,0.93
O.SREYNA,O.SREY LEAT,0.90
T.HEAV,T.LEAV,0.91
A.TRAN,A.TRANCHARD,0.91
T.VIENG,T.VENGLY,0.91
L.KEU,L.KEM,0.92
N.ROEUN,N.ROEN,0.97
S.THAT,S.TITHYA,0.90
K.CHAK,K.CHAYKANG,0.92
R.VAY,R.VOY,0.91
M.THONA,M.THNOM,0.91
C.RATHA,C.RATHA,1.00
S.EK,S.LEKH,0.91
L.EM,L.NHEM,0.91
L.LEANG,L.LE,0.91
V.LIM,V.LEM,0.91
H.LINA,H.LI,0.93
V.POCH,V.OUCH,0.91
A.KHUON,A.KHUNLY,0.92
T.SAM,T.SEA,0.91
K.PHAN,K.PHONG,0.91
L.CHAN,L.CHAO,0.93
S.NOURN,L.NOURN,0.90
M.SAMRITH,M.SAMBATH,0.91
B.TOUCH,B.BOUCH,0.92
H.SRUN,H.SRUN,1.00
T.LENG,T.LENGHAI,0.93
L.ENG,L.KENG,0.96
C.DOEM,C.DO,0.93
M.SENG,M.SING,0.92
M.KHOEUN,M.KOEUNGSO,0.90
P.CHEA,P.CHIEM,0.91
K.CHHUON,L.CHHUON,0.92
S.LY,S.LEUY,0.92
R.LY,R.LEY,0.95
L.PENN,L.PENARANDA,0.91
V.NGOEM,T.NGOEM,0.90
L.SENG,L.SUNG,0.92
M.IN,M.WIN,0.95
V.PHUONG,A.PHUONG,0.92
S.CHOY,S.CHHORY,0.95
C.SEA,C.SAL,0.91
L.SO,L.SUOS,0.92
L.SREYNITH,L.SREY,0.92
L.CHHENG,L.CHROENG,0.93
L.DOM,L.DOEUM,0.94
L.LE,L.LEK,0.96
L.OU,L.SOUV,0.91
L.CHENG,L.CHURNG,0.92
P.SRIN,P.SRORN,0.91
V.THON,V.TUON,0.92
K.LEAM,K.LIEM,0.92
C.LEAP,C.LIEP,0.92
V.EN,V.TENG,0.91
P.DY,P.DYBO,0.93
S.UM,S.POUM,0.91
K.SAKAL,K.SA,0.91
S.TIKEA,S.TITA,0.91
S.SENG,S.SEIN,0.93
V.THY,V.THARY,0.94
L.TOEK,L.KET,0.90
N.MAK,N.MAI,0.92
L.CHHI,L.CHHDIK,0.95
S.TOUCH,S.TOUN,0.91
N.KONG,N.VONG,0.91
S.PHOUK,S.PHOUIUG,0.90
K.BAN,K.BAK,0.92
K.OUDONG,K.OUCHKONG,0.92
M.HUON,M.HOEURN,0.90
S.SAN,S.SRAING,0.91
R.NHOEURN,R.NHOR,0.93
R.SAMNANG,R.SAMIA,0.90
S.EUNG,U.SENG,0.94
P.KOM,P.KROEM,0.93
P.NGUON,Y.NGUON,0.90
C.TOCH,C.KOCH,0.91
L.CHAN,L.HEAN,0.91
S.LUN,S.LIN,0.91
L.NANG,L.NHANG,0.97
D.NON,D.NOV,0.92
P.MON,P.MONGKOL,0.91
L.VAT,L.VAT,1.00
L.THA,L.VUTHA,0.92
P.CHHOUN,L.CHHOUN,0.92
L.NITA,L.IAN,0.90
L.KEU,L.KUN,0.91
L.LONG,L.RONG,0.91
M.CHAN,M.CHAK,0.93
S.LA,S.LINA,0.92
S.POA,S.POLINA,0.93
S.X,S.XU,0.94
C.HAK,C.KHAY,0.90
L.TOEK,L.TOEK,1.00
L.SEM,L.SAE,0.91
S.LOEUNG,L.SOEUN,0.91
L.YON,L.YEOUN,0.93
M.SENG,M.SE,0.93
A.LITHO,A.LINH,0.91
P.OUM,P.MOUN,0.90
L.CHAN,L.CHAP,0.93
L.BO,L.BOEUY,0.91
L.ENG,L.PENG,0.96
S.CHOY,S.CHHOU,0.91
S.NORNG,Y.NORNG,0.90
K.CHAN,K.CHANVANNA,0.91
C.LEAP,C.LEAM,0.93
L.CHOM,L.HORM,0.91
R.TOY,R.TY,0.95
Q.LIN,Q.LI,0.96
L.MOL,L.LORM,0.90
L.KORN,L.KINORN,0.90
M.CHEAM,V.CHEAM,0.90
L.ON,L.JOHN,0.91
L.ENG,L.POENG,0.92
L.DOEURN,L.HOEURN,0.93
L.KHAT,L.KHA,0.97
K.PHUONG,K.PORNG,0.91
H.LI,H.LIV,0.96
I.BORITH,M.BORITH,0.92
E.PECH,E.PECH,1.00
L.KHEAV,L.KEAV,0.97
A.CHOUR,A.HOUR,0.96
N.DOAN,N.VOAN,0.91
L.ITH,L.RITHY,0.92
T.DE,T.KDEB,0.91
S.LUN,S.LNN,0.91
H.LONG,H.LO,0.93
V.LOK,V.LO,0.96
R.LAM,R.LOA,0.91
D.CHANN,Y.CHANN,0.90
R.PHEARIN,R.PHAI,0.93
D.LACH,D.LOCH,0.92
H.OUCH,H.LOCH,0.91
N.EB,N.LOEB,0.91
P.LOEU,P.LOEB,0.93
H.BUNLOEM,H.LOEM,0.91
L.LEANG,L.LEAB,0.91
K.PAO,K.POU,0.91
K.TAT,K.PATT,0.90
P.LOS,P.LOK,0.92
K.SAKAL,K.SAMRAL,0.92
R.KEO,R.KEM,0.92
P.LONG,P.LON,0.97
S.LONG,S.LONN,0.93
C.SARIN,C.NARIN,0.92
L.SIM,L.SIV,0.92
N.HE,N.HOEU,0.92
T.NY,T.NEY,0.95
L.RIN,L.REN,0.91
L.YU,L.YOUN,0.92
L.KHENG,L.KHE,0.94
K.PAO,K.PHA,0.91
T.LIN,T.LON,0.91
L.LIM,L.LUM,0.91
P.LONG,P.LO,0.93
K.CHHUON,K.CHHUM,0.92
S.OR,S.LORK,0.91
L.SAM,L.SAMRITH,0.91
V.HORN,V.LORN,0.91
B.SOR,B.LORS,0.90
L.SARON,L.SARI,0.91
P.HORM,P.THOR,0.91
H.HOU,H.KHOU,0.96
L.OUCH,L.KUCH,0.91
M.LAO,M.LOT,0.91
S.LOUT,S.LOT,0.97
V.LOK,V.LOT,0.92
S.MEY,S.YEAM,0.90
R.OEM,R.OM,0.95
S.THAT,S.THET,0.93
A.KEP,A.K,0.91
T.TOUCH,T.LOUCH,0.92
V.OUCH,V.LOUCH,0.96
R.OUL,R.LOUR,0.90
N.OURN,N.LOURN,0.96
V.HUOT,V.LUOT,0.91
S.CHOY,S.CHOEU,0.91
S.TRAY,S.TRANN,0.91
M.PANG,M.SANG,0.91
S.YEN,S.YEA,0.92
T.THORN,T.HORNG,0.92
M.LAO,M.LOV,0.91
C.KONG,C.KOEM HONG,0.91
S.LY,S.LOY,0.95
S.LY,S.LOUY,0.92
T.LY,T.LOY,0.95
V.LOK,V.LOY,0.92
L.SAROEUN,L.ROUN,0.91
K.LOU,K.LU,0.95
J.CHENG,J.CHUNG,0.94
L.KIMLEANG,R.KHIMLEANG,0.91
K.LOU,K.LUX,0.91
L.DUL,L.DUK,0.92
S.UK,S.LUCK,0.91
X.LIN,X.LIN,1.00
N.LIM,N.MIL,0.95
P.CHEA,P.CHHEL,0.91
C.SAMEY,C.SAMEDY,0.97
V.NY,V.NAY,0.95
S.PAN,S.PHA,0.91
H.LIM,H.LUM,0.91
N.KHORN,N.NHORN,0.92
M.BUN,M.BON,0.91
K.LEAB,K.EAB,0.96
D.MUON,D.LUON,0.91
D.CHHORN,D.CHHONG,0.95
R.LY,R.LUY,0.95
Y.LOU,Y.LOS,0.92
L.SOMNANG,L.NANG,0.91
S.BUN,S.BUNLY,0.94
C.OU,C.LOUT,0.91
P.HORM,P.NORM,0.91
H.LONG,H.NGO,0.90
D.ROM,D.OM,0.95
H.CHENG,H.CHHE,0.91
K.KUN,K.KU,0.96
L.LONG,L.OUNG,0.91
V.TIV,V.TIV,1.00
C.KRUY,C.KREY,0.93
L.ON,L.MON,0.95
KIMLY,KIM LY,0.96
B.PHOUN,B.PHOY,0.91
R.MET,R.MET,1.00
G.RY,G.KRUY,0.91
P.NIM,P.MINH,0.90
V.SITH,V.SITHIKUN,0.92
C.SOTHY,C.SONEATH,0.90
M.YAN,M.YIN,0.91
R.CHAB,R.CHIB,0.93
L.DOEURN,L.DOEURN,1.00
L.YU,L.YOUK,0.92
L.KHAT,L.KHEAM,0.91
L.KHOU,L.KHOES,0.91
N.LY,L.NY,0.92
S.THANG,L.THANG,0.90
R.LY,R.LYHO,0.93
L.SENG,L.SOEURNG,0.92
L.HEAT,L.HEACH,0.91
L.MUYCHOU,L.MUY,0.91
L.HON,L.NOCH,0.90
L.SAM,L.SAMBATH,0.91
L.SOK,L.SOY,0.92
S.MAK,S.MAB,0.92
R.HOUT,R.HOUR,0.93
S.NGETH,S.NGEA,0.91
S.SE,S.SEAP,0.93
T.KIM,T.KIMNAVY,0.91
M.MAO,M.MOL,0.91
L.TOEK,L.EK,0.91
L.ENG,L.HIENG,0.92
L.LONG,L.KHLONG,0.93
R.LONG,R.LO,0.93
K.CHHAY,I.CHHAY,0.90
D.PON,D.PIN,0.91
M.HENG,M.IENG,0.91
P.PHEA,P.SOPHEA,0.93
P.MAO,P.MAV,0.92
R.SEANG,R.SEAR,0.91
K.SOVANARY,K.SOMVANNDA,0.91
K.CHHAY,N.CHHAY,0.90
T.NGUON,T.NGIN,0.91
C.CHIM,C.CHRIT,0.91
N.OY,N.MONY,0.91
R.HENG,R.HEN,0.97
M.CHUON,M.CHHOEURN,0.91
M.NORA,M.NAO,0.91
N.MAK,N.MAM,0.92
S.IM,S.NGIM,0.91
M.EK,M.TEK,0.95
K.CHHOUR,M.CHHOUR,0.92
S.OURN,S.ROU,0.90
M.CHANN,M.VICHEANON,0.90
I.BORITH,V.BORITH,0.92
V.THY,V.THU,0.92
M.LI,M.I,0.93
H.MANIN,H.MA,0.91
T.CHUON,T.CHUONH,0.97
M.PA,M.PHA,0.95
M.CHHIN,M.CHHY,0.91
M.IT,M.VIT,0.95
M.EK,M.NHEK,0.91
R.NAN,R.RANN,0.90
M.OU,M.BOU,0.95
S.MAUV,S.MAEU,0.93
M.SOEURN,M.ROUEN,0.93
B.KARA,B.KARIMASH,0.92
M.KIN,M.KIEN,0.97
M.MAO,M.MAB,0.92
M.KHUN,M.KHEAN,0.91
R.SAING,R.MAING,0.92
M.DOS,M.DOT,0.92
N.MAK,N.MAK,1.00
O.SIEK,O.SEAK,0.92
M.KOY,M.KAY,0.91
M.SE,M.SEREY,0.91
M.KOU,M.TUOK,0.90
M.SAMRITH,M.SAT,0.91
M.CHEAM,M.CHHEM,0.94
M.CHHEM,M.CHHOEUR,0.90
C.CHHOEURNG,M.CHHOEURNG,0.91
M.CHUON,M.CHOEUN,0.95
M.HENG,M.ENH,0.90
M.KHUN,M.KHORN,0.91
M.MERN,M.MOEURN,0.94
M.NHET,M.NGET,0.92
P.OEURN,M.OEURN,0.90
M.PHAK,M.PHEAV,0.91
M.PHIN,M.PHIM,0.93
M.PLONG,M.POUNG,0.93
M.HOURT,M.ROTH,0.92
M.SOK,M.SOKHOM,0.93
S.MOEUN,M.SOUEN,0.90
M.VONG,M.VON,0.97
T.SAMNANG,T.SANG,0.93
V.PHEAP,M.PHEAP,0.90
M.MAO,M.MAI,0.92
M.PIN,M.PON,0.91
M.ROS,M.ROURS,0.94
T.MAY,T.MAK,0.92
M.CHIV,M.IV,0.91
M.CHEAM,M.CHOEM,0.94
M.MONY,M.NOY,0.90
M.KEM,M.KEV,0.92
M.PA,M.PHAY,0.92
M.PLONG,M.PHOUNG,0.91
M.VUTHAI,M.THAI,0.93
M.NUL,M.UL,0.95
S.PHOENG,S.PHOUNG,0.95
M.MAO,M.MAK,0.92
M.PA,M.PHAI,0.92
M.MERN,M.MEOURN,0.95
P.ROEURN,M.ROEURN,0.92
P.MOM,P.MAM,0.91
R.KHUT,R.KHLAUT,0.95
I.SANY,I.BOSTANY,0.91
V.MA,V.MAN,0.96
M.SIEM,M.SI,0.93
M.BUN,M.BUNSONG,0.91
M.NHET,M.NET,0.96
M.AUN,M.SARUN,0.92
S.LENG,S.LENGHENG,0.92
T.MANY,T.MANG,0.93
S.MATH,S.MANH,0.93
V.MA,M.VA,0.92
M.THUN,M.TUN,0.96
M.ANN,MANN,0.94
N.SANN,N.MANN,0.91
R.NAM,R.MANN,0.90
V.MA,V.MANN,0.93
K.RITHY,M.RITHY,0.90
M.CHUON,M.CHORN,0.94
M.TEP,M.PET,0.95
M.MONY,M.MOEUN,0.91
H.SOVANN,M.SOVANN,0.92
M.HUON,M.HORN,0.92
S.MAK,S.MAP,0.92
M.MIEN,M.MIEN,1.00
M.MUY,M.UY,0.95
M.YAN,M.YAT,0.92
M.CHOEM,M.OEM,0.92
M.SOK,M.SOEUK,0.94
M.CHAN,M.CHANTHA,0.93
M.MOEUN,M.MOEUT,0.94
M.YAN,M.YANO,0.97
M.PHIN,M.PHORN,0.91
M.PRAK,M.BRAK,0.91
M.HUON,M.PHUN,0.91
M.SEAN,M.SEAP,0.93
M.CHAN,M.CHHEAN,0.95
M.TAO,M.TOM,0.91
M.BORN,M.DORN,0.91
N.SOMBATH,N.MATH,0.91
R.THA,R.MATH,0.90
Z.MAT,Z.MATH,0.97
S.MOV,S.MAV,0.91
M.KOUK,M.KEUK,0.92
L.MAM,L.MAY,0.92
P.MAO,P.MAY,0.92
M.MAO,M.LOAM,0.90
H.SOTHEARY,H.SOPHEA,0.92
K.LEAM,K.LEAV,0.93
L.PHORN,L.PORN,0.97
P.THAY,P.THANN,0.91
C.OUM,C.MOUL,0.90
M.CHICHA,M.CHI CHANNA,0.93
C.NHEM,C.NHEB,0.93
M.TOCH,M.TOCH,1.00
P.KHEN,P.KHEUN,0.97
S.MOEUN,D.MOEUN,0.90
R.MEN,R.EN,0.95
K.LEAM,K.MEA,0.90
B.MEACH,Y.MEACH,0.90
S.MACH,S.MEACH,0.97
M.KEM,M.MEAK,0.90
M.UK,M.UK,1.00
S.TOUCH,S.GOUCH,0.92
D.MENG,D.MEAN,0.93
D.HEANG,D.MEANG,0.92
M.REM,M.MER,0.95
H.SEAN,H.SEA,0.97
P.MAO,P.MEA,0.91
M.VA,M.VANNA,0.91
O.MEGA,O.MEAS,0.93
M.PHUON,M.PHUOK,0.94
I.YIM,I.YIN,0.92
Y.YIUN,Y.YU,0.92
M.ANG,M.ZHANG,0.92
M.KHUN,M.KHUY,0.93
P.KEAM,P.MEK,0.90
M.VEN,M.VEN,1.00
K.KHE,K.MEKH,0.90
T.MEN,T.MEL,0.92
I.SREY,I.SY,0.92
T.NGEAB,H.NGEAB,0.90
M.THONA,M.THOEURN,0.90
